No UNIDAD,DIA,MES,HORA SALIDA,TIEMPO DE VIAJE,DISTANCIA METROS,LONGITUD SALIDA,LATITUD SALIDA,LONGITUD LLEGADA,LATITUD LLEGADA,DT,SALIDA,SALIDA2
5,6,4,18.4525,29.73333333,10437,-116.98452,32.521333,-116.953344,32.472414,-15.71666667,DM,3
10,6,4,18.43222222,19.08333333,6723,-116.955528,32.4983,-116.90712,32.503765,-4.76666667,DP,2
1,6,4,18.85305556,10.38333333,3035,-116.893016,32.458098,-116.866022,32.458864,-3.38333333,DP,2
6,6,4,18.86388889,22.18333333,8426,-116.964068,32.506873,-116.904878,32.48931,-8.85,DM,3
9,6,4,19.21277778,22.38333333,9616,-117.042822,32.438555,-117.054093,32.485978,-11.55,DM,3
1,6,4,19.42194444,0.166666667,124,-116.890621,32.44343,-116.891227,32.442642,0.76666667,INCREMENTO,1
9,6,4,20.40111111,25.38333333,10754,-117.022005,32.516637,-117.029327,32.442975,-12.13333333,DM,3
5,6,4,21.08583333,16.81666667,3586,-116.958254,32.505491,-116.946608,32.484048,-11.88333333,DM,3
9,6,4,21.32666667,25.8,11301,-117.01401,32.442948,-117.0833,32.490178,-2.65,DP,2
10,7,4,0.831666667,21.33333333,4745,-116.965652,32.505417,-116.981918,32.478993,-10.2,DM,3
2,7,4,0.982777778,25.46666667,10048,-116.885092,32.448153,-116.83556,32.478825,-15.41666667,DM,3
4,7,4,2.590555556,14.13333333,10375,-116.932705,32.375607,-116.942867,32.40195,-4.75,DP,2
6,7,4,4.682777778,9.516666667,2137,-116.963862,32.506783,-116.971827,32.501447,-2.13333333,DP,2
10,7,4,7.721666667,16.18333333,10627,-116.965038,32.506123,-117.036122,32.487437,-5.01666667,DP,2
6,7,4,7.794722222,12.21666667,8386,-116.9641,32.506835,-117.013755,32.536323,-2.85,DP,2
4,7,4,7.970833333,13.53333333,11955,-116.924915,32.469415,-117.000087,32.474177,-0.78333333,INCREMENTO,1
6,7,4,9.634166667,8.166666667,3404,-116.957172,32.498522,-116.969423,32.492778,-0.45,INCREMENTO,1
5,7,4,9.891111111,4.083333333,2222,-116.979008,32.513402,-116.963966,32.506857,-0.08333333,INCREMENTO,1
6,7,4,10.82527778,13.41666667,8158,-116.984663,32.521912,-116.924098,32.54553,-2.26666667,DP,2
3,7,4,11.1875,13.3,4556,-116.871766,32.509134,-116.907015,32.503464,-1.3,INCREMENTO,1
5,7,4,12.20833333,8.516666667,5159,-116.962171,32.508428,-116.987919,32.520615,-0.51666667,INCREMENTO,1
5,7,4,13.44583333,6.016666667,3088,-116.957774,32.505194,-116.940426,32.48704,0.91666667,INCREMENTO,1
5,7,4,14.06138889,26.05,11783,-117.008602,32.522012,-116.958422,32.474016,-8.03333333,DM,3
6,7,4,14.22916667,16.93333333,5512,-117.010668,32.523383,-117.004863,32.490318,2.48333333,INCREMENTO,1
2,7,4,14.22305556,19.55,8842,-116.88527,32.448237,-116.95248,32.44774,5.55,INCREMENTO,1
5,7,4,14.70222222,14.86666667,4732,-116.958531,32.473336,-116.978549,32.463795,-2.93333333,DP,2
10,7,4,20.74916667,5.65,1291,-116.954642,32.479345,-116.945942,32.485865,-0.58333333,INCREMENTO,1
6,7,4,23.0975,14.78333333,6751,-117.010112,32.525443,-116.969742,32.508317,-4.38333333,DP,2
10,1,4,14.96305556,1.983333333,456,-116.991243,32.51393,-116.988632,32.51542,-0.96666667,INCREMENTO,1
4,1,4,15.78111111,22.35,10722,-116.88513,32.44813,-116.958552,32.426163,-6.36666667,DP,2
6,1,4,15.98722222,26.28333333,12567,-116.963955,32.506937,-116.887667,32.549015,-8.88333333,DM,3
5,1,4,16.09166667,18.3,7382,-116.960972,32.506474,-116.924085,32.546134,-6.36666667,DP,2
10,1,4,16.80444444,11.33333333,4520,-116.991317,32.479708,-116.993818,32.454612,-2.2,DP,2
5,1,4,16.94083333,26.85,14423,-117.010046,32.526583,-116.985345,32.465298,-8.85,DM,3
6,1,4,17.13527778,16.36666667,4978,-116.9615,32.506017,-116.945633,32.479857,-7.4,DM,3
10,1,4,17.7575,22.46666667,11647,-116.966567,32.511562,-117.013093,32.444448,-2.91666667,DP,2
6,1,4,18.63666667,12.65,4954,-116.96386,32.506935,-116.988578,32.519727,-2.75,DP,2
4,1,4,18.7475,14.2,5967,-116.922447,32.463935,-116.870865,32.466923,-3.25,DP,2
2,1,4,18.84583333,28.8,7772,-116.96408,32.50708,-116.968447,32.45617,-8.81666667,DM,3
10,1,4,19.34111111,14.23333333,5987,-116.962235,32.50844,-116.92264,32.484497,1.06666667,INCREMENTO,1
9,1,4,19.71666667,6.816666667,1037,-117.029107,32.524717,-117.019843,32.522852,1.35,INCREMENTO,1
6,1,4,19.99972222,16.63333333,6162,-116.963958,32.506923,-116.938107,32.530647,-7.45,DM,3
2,1,4,19.96666667,33.95,16463,-116.927335,32.474745,-116.803722,32.46775,-14.68333333,DM,3
9,1,4,20.06722222,17.58333333,2744,-117.027403,32.52505,-117.046327,32.530015,-12.78333333,DM,3
4,1,4,20.48861111,11.71666667,3247,-116.929955,32.478857,-116.932268,32.459733,-4.21666667,DP,2
10,1,4,20.64861111,16.13333333,5786,-116.961357,32.512078,-116.930995,32.529452,-9.05,DM,3
6,1,4,21.02333333,36.76666667,12770,-117.010813,32.525777,-116.956275,32.472,-20.28333333,DM,3
5,1,4,22.33333333,11.81666667,5314,-116.963612,32.507476,-116.942153,32.532049,-2.86666667,DP,2
10,1,4,22.56861111,20.61666667,7024,-116.945395,32.503233,-116.986883,32.503828,-11.5,DM,3
6,1,4,22.93722222,19.3,4741,-116.963918,32.50695,-116.957025,32.478527,-11.05,DM,3
2,1,4,23.13777778,9.983333333,2682,-116.884923,32.44797,-116.878498,32.433723,-2.08333333,DP,2
10,1,4,23.23055556,7.433333333,3173,-116.963952,32.507062,-116.951708,32.519488,-1.23333333,INCREMENTO,1
5,1,4,23.52222222,13.13333333,5191,-116.956818,32.504529,-116.915067,32.497786,-8.13333333,DM,3
1,2,4,0.31,5.033333333,2287,-116.886321,32.45087,-116.889545,32.453915,0.91666667,INCREMENTO,1
2,2,4,0.268611111,35.35,13853,-116.885198,32.448155,-116.793997,32.501323,-20.71666667,DM,3
10,2,4,1.766944444,19.3,6180,-116.964777,32.506437,-116.987248,32.48022,-12.2,DM,3
6,2,4,3.225,9.733333333,2558,-116.964062,32.506857,-116.978402,32.491953,-4.3,DP,2
9,2,4,5.610833333,26.78333333,11816,-117.028325,32.524802,-117.001563,32.446752,-14.98333333,DM,3
5,2,4,6.179444444,4.4,1639,-116.969296,32.476943,-116.972716,32.463252,-0.46666667,INCREMENTO,1
4,2,4,6.606111111,12.8,9571,-116.885253,32.448242,-116.933532,32.40066,-2.63333333,DP,2
6,2,4,7.2875,5.366666667,3695,-116.964047,32.507073,-116.962365,32.504842,-2.85,DP,2
9,2,4,7.419166667,26.78333333,15697,-117.035572,32.524328,-117.06648,32.438523,-7.36666667,DM,3
5,2,4,7.660277778,1.45,320,-116.966614,32.50816,-116.969086,32.509602,0.55,INCREMENTO,1
10,2,4,8.243611111,15.15,6833,-116.965465,32.505692,-116.976617,32.459853,-6.03333333,DP,2
3,2,4,8.365277778,12.81666667,4363,-116.868203,32.492674,-116.886041,32.471564,-0.81666667,INCREMENTO,1
9,2,4,8.548333333,25.85,21462,-117.033503,32.446493,-117.111008,32.517725,-9.4,DM,3
1,2,4,8.973333333,9.716666667,9377,-116.842796,32.451326,-116.849924,32.493723,-2.71666667,DP,2
6,2,4,9.459166667,7.95,6257,-116.96401,32.506972,-116.925238,32.52402,3.5,INCREMENTO,1
5,2,4,9.964444444,11.8,8170,-117.019293,32.521941,-116.968972,32.498598,1.2,INCREMENTO,1
4,2,4,10.44972222,4.75,2478,-116.93273,32.375563,-116.935905,32.38799,-1.6,INCREMENTO,1
2,2,4,11.42555556,8.85,4543,-116.885242,32.448273,-116.867888,32.467348,-2.46666667,DP,2
1,2,4,11.7575,24.55,22863,-116.884979,32.448461,-116.678876,32.45242,-7.61666667,DM,3
10,2,4,12.16388889,9.266666667,7081,-116.964065,32.506765,-116.919842,32.500147,-2.16666667,DP,2
6,2,4,12.45722222,15.33333333,6224,-116.989298,32.499717,-116.987297,32.468472,-2.4,DP,2
5,2,4,12.59833333,10.26666667,3580,-116.985995,32.521269,-116.971418,32.50528,-2.26666667,DP,2
4,2,4,12.68777778,16.73333333,8274,-116.932793,32.375607,-116.962062,32.40988,-2.85,DP,2
10,2,4,14.35972222,9.266666667,4594,-116.96178,32.508125,-116.933697,32.497613,-5.21666667,DP,2
6,2,4,14.96416667,30.73333333,5770,-116.988347,32.498017,-116.955435,32.48206,-16.48333333,DM,3
2,2,4,15.31666667,10.73333333,2971,-116.895768,32.45728,-116.873075,32.465593,2.95,INCREMENTO,1
2,2,4,16.93666667,11.35,4605,-116.870207,32.451763,-116.838735,32.474637,-4.16666667,DP,2
5,2,4,17.31722222,24.6,6943,-116.963968,32.504098,-116.966436,32.462376,-13.66666667,DM,3
6,2,4,17.46083333,27.16666667,15285,-116.990312,32.503175,-116.94618,32.454267,-9.38333333,DM,3
10,2,4,18.11833333,7.75,2217,-116.964123,32.507137,-116.974793,32.492387,-2.68333333,DP,2
2,2,4,18.36055556,20.16666667,10376,-116.885143,32.448143,-116.790947,32.474325,-8.55,DM,3
4,2,4,18.90055556,32.35,16095,-116.88524,32.448288,-116.871963,32.523705,-12.36666667,DM,3
5,2,4,19.16666667,25.63333333,8384,-116.985889,32.521214,-116.969431,32.477956,-14.63333333,DM,3
6,2,4,19.69472222,10.26666667,2636,-116.990275,32.50315,-116.977503,32.507142,-6.46666667,DP,2
3,2,4,19.71361111,21.31666667,4975,-116.900944,32.501164,-116.863118,32.513394,19.88333333,INCREMENTO,1
10,2,4,19.95194444,19.36666667,4080,-116.98096,32.507373,-116.973558,32.48718,-11.26666667,DM,3
5,2,4,20.16666667,16.66666667,5659,-116.964061,32.506825,-116.924077,32.483569,-5.65,DP,2
6,2,4,21.76305556,6.433333333,2230,-116.963898,32.507017,-116.959998,32.51776,0.35,INCREMENTO,1
4,2,4,22.2025,2.3,831,-116.93272,32.375583,-116.9322,32.375895,1.48333333,INCREMENTO,1
4,2,4,22.38027778,2.316666667,864,-116.935383,32.379475,-116.93271,32.37565,15.95,INCREMENTO,1
1,2,4,22.78138889,25.9,9483,-116.888903,32.453964,-116.943002,32.432706,-8.95,DM,3
2,3,4,0.127222222,4.066666667,1876,-116.885112,32.448132,-116.897987,32.459852,-1.15,INCREMENTO,1
1,3,4,0.269444444,3.833333333,873,-116.921829,32.476676,-116.915704,32.481215,-1.83333333,DP,2
2,3,4,2.215555556,20.78333333,6865,-116.885127,32.448153,-116.931968,32.441037,-8.06666667,DM,3
10,3,4,2.4,9.7,6537,-116.963955,32.507153,-116.937953,32.513092,-2.6,DP,2
5,3,4,2.956666667,10.18333333,2049,-116.965526,32.505639,-116.974439,32.497234,-6.23333333,DP,2
9,3,4,4.943333333,27.33333333,13326,-117.042798,32.438525,-117.08292,32.480978,-5.98333333,DP,2
4,3,4,5.644722222,21.16666667,11646,-116.918243,32.410158,-116.970765,32.421232,-4.06666667,DP,2
1,3,4,6.611666667,19.48333333,10919,-116.887542,32.452229,-116.966128,32.425736,-6.55,DP,2
6,3,4,6.579166667,18.1,8229,-116.964087,32.506783,-116.950267,32.462458,-5.33333333,DP,2
6,3,4,7.767222222,14.9,5197,-116.964322,32.506827,-116.954958,32.472283,-4.75,DP,2
7,3,4,11.22527778,10.03333333,7189,-117.072658,32.53282,-117.063596,32.500258,-0.03333333,INCREMENTO,1
4,3,4,11.34888889,7.2,3548,-116.88075,32.461063,-116.907922,32.464788,-1.58333333,INCREMENTO,1
2,3,4,11.50888889,5.233333333,3535,-116.885192,32.448253,-116.912873,32.463412,-0.85,INCREMENTO,1
1,3,4,12.59111111,19.63333333,12308,-116.877638,32.446526,-116.784336,32.465736,-7.7,DM,3
10,3,4,13.9425,19.13333333,4650,-116.953237,32.505145,-116.95244,32.478135,-4.8,DP,2
7,3,4,14.60138889,5.55,1096,-117.019969,32.532448,-117.019412,32.528792,-2.55,DP,2
5,3,4,14.70916667,22.8,6864,-116.968183,32.507214,-116.970536,32.467928,-9.8,DM,3
10,3,4,15.13777778,23.6,5774,-116.955117,32.497742,-116.966907,32.4618,-15.48333333,DM,3
10,3,4,15.69888889,4.716666667,1614,-116.964278,32.461313,-116.974108,32.461428,-1.68333333,INCREMENTO,1
2,3,4,16.03944444,15,5591,-116.885215,32.448163,-116.851715,32.466948,-7.43333333,DM,3
5,3,4,16.20944444,19.36666667,11017,-116.99108,32.51061,-116.898303,32.533173,-7.36666667,DM,3
10,3,4,16.15861111,31.5,13368,-116.961297,32.496068,-116.89354,32.552793,-8.06666667,DM,3
10,3,4,16.27666667,25.53333333,12396,-116.96241,32.508608,-116.89354,32.552793,-9.18333333,DM,3
1,3,4,16.69222222,10.01666667,7849,-116.886638,32.451074,-116.934034,32.493445,-3.08333333,DP,2
5,3,4,16.85972222,36.81666667,19762,-116.899723,32.529896,-116.973025,32.440122,-11.81666667,DM,3
10,3,4,17.39333333,24.95,6266,-116.926677,32.46175,-116.966417,32.462347,-14.66666667,DM,3
10,3,4,17.86638889,18.5,6356,-116.96677,32.459647,-117.004855,32.463448,-2.13333333,DP,2
2,3,4,18.34055556,9.15,2964,-116.885125,32.448165,-116.879993,32.46334,-4.35,DP,2
9,3,4,18.71111111,20.95,8212,-117.120122,32.521202,-117.06022,32.517472,-1.9,DP,2
1,3,4,18.99111111,32.66666667,21177,-116.871458,32.451621,-116.729623,32.404508,-12.73333333,DM,3
4,3,4,19.00583333,15.03333333,3634,-116.89548,32.460238,-116.8671,32.462458,2.15,INCREMENTO,1
2,3,4,19.15444444,36.21666667,26330,-116.918597,32.461445,-116.682432,32.453245,-4.2,DP,2
4,3,4,19.89333333,3.45,1951,-116.899362,32.459932,-116.885077,32.448138,-0.43333333,INCREMENTO,1
4,3,4,20.79333333,34.98333333,21695,-116.885068,32.448113,-116.732237,32.4057,-9.66666667,DM,3
9,3,4,21.20833333,43.7,24059,-117.042908,32.438593,-117.104317,32.464975,-20.4,DM,3
10,3,4,21.35833333,18.51666667,3127,-116.971712,32.50858,-116.985748,32.522833,-11.41666667,DM,3
10,3,4,21.83305556,4.916666667,1356,-116.97208,32.514325,-116.963993,32.506942,-2.25,DP,2
9,3,4,22.41222222,17.36666667,5986,-117.010108,32.525508,-116.96446,32.51008,-9.36666667,DM,3
6,4,4,0.311944444,2.916666667,211,-116.96405,32.50691,-116.965462,32.505703,-1.7,INCREMENTO,1
4,4,4,1.768055556,12.38333333,7025,-116.885103,32.448098,-116.916105,32.478857,-4.6,DP,2
10,4,4,3.992222222,22.06666667,5490,-116.963992,32.507048,-116.99511,32.4916,-13.96666667,DM,3
2,4,4,5.397222222,13.63333333,6732,-116.884875,32.448483,-116.830697,32.461025,-7.13333333,DP,2
4,4,4,6.239722222,14.41666667,5581,-116.885225,32.448257,-116.861483,32.480297,-5.15,DP,2
1,4,4,6.532777778,9.433333333,5215,-116.898035,32.455773,-116.934993,32.471149,-3.43333333,DP,2
6,4,4,7.454444444,10.28333333,2211,-116.945973,32.491067,-116.959177,32.494398,-3.56666667,DP,2
5,4,4,7.494166667,19.88333333,7445,-116.963135,32.508009,-116.961821,32.470684,-3.95,DP,2
4,4,4,8.639166667,9.5,6016,-116.924658,32.462723,-116.868583,32.459795,10.86666667,INCREMENTO,1
2,4,4,9.494166667,12.06666667,7014,-116.885248,32.448227,-116.935147,32.471528,-1.63333333,INCREMENTO,1
4,4,4,10.47888889,30.81666667,16173,-116.862877,32.46828,-116.965298,32.425055,-15.48333333,DM,3
3,4,4,10.53583333,6.95,2303,-116.854343,32.500619,-116.871236,32.495902,-1.95,DP,2
2,4,4,10.60194444,15.18333333,8298,-116.88519,32.448222,-116.877302,32.503965,-0.15,INCREMENTO,1
5,4,4,10.83444444,1.433333333,1212,-116.962448,32.508587,-116.956501,32.501068,0.56666667,INCREMENTO,1
3,4,4,10.90277778,12.58333333,7307,-116.870113,32.496065,-116.849721,32.520616,1.41666667,INCREMENTO,1
2,4,4,11.28583333,4.066666667,1054,-116.877282,32.504297,-116.88384,32.509627,4.21666667,INCREMENTO,1
3,4,4,11.35277778,7.35,2363,-116.880098,32.513673,-116.886109,32.499621,-3.35,DP,2
9,4,4,11.475,17.16666667,8298,-116.967698,32.534823,-117.020803,32.519665,-5.11666667,DP,2
5,4,4,11.60416667,19.1,11840,-116.960444,32.5059,-116.889501,32.550454,-4.15,DP,2
4,4,4,11.63027778,12.2,7900,-116.989345,32.516007,-116.94338,32.476528,-2.01666667,DP,2
7,4,4,12.04833333,7.3,4432,-116.975025,32.509291,-116.94435,32.523418,2.7,INCREMENTO,1
5,4,4,12.72361111,3.25,2481,-116.962316,32.50854,-116.945686,32.502081,0.68333333,INCREMENTO,1
7,4,4,12.93777778,12.8,5875,-116.962618,32.515344,-116.945886,32.487272,-5.78333333,DP,2
5,4,4,13.63944444,1.083333333,295,-116.999362,32.512017,-116.996913,32.510555,-0.08333333,INCREMENTO,1
1,4,4,13.84805556,0.933333333,283,-116.878441,32.446557,-116.875459,32.44619,0.08333333,INCREMENTO,1
2,4,4,14.05583333,14.63333333,7885,-116.885097,32.448103,-116.943002,32.446082,-5.81666667,DP,2
5,4,4,14.42722222,15.1,7135,-116.963692,32.504121,-117.009897,32.464973,-5.16666667,DP,2
10,4,4,15.08833333,7.55,1600,-116.964525,32.506677,-116.97687,32.505833,0.55,INCREMENTO,1
5,4,4,15.73055556,10.51666667,4951,-116.955863,32.503824,-116.918005,32.488845,-4.51666667,DP,2
10,4,4,16.30527778,14.85,4354,-116.963847,32.507338,-116.946187,32.487473,-8.76666667,DM,3
5,4,4,16.35361111,30.26666667,9093,-116.926754,32.480238,-116.926586,32.544562,-16.25,DM,3
7,4,4,16.65222222,18.2,10347,-116.960584,32.507117,-116.903041,32.546679,-8.26666667,DM,3
9,4,4,16.72611111,29.78333333,18321,-117.043078,32.526515,-117.02653,32.416723,-6.21666667,DP,2
10,4,4,16.9675,10.46666667,7109,-116.963975,32.507083,-117.010082,32.52552,-0.2,INCREMENTO,1
5,4,4,17.00388889,14.83333333,9051,-116.951769,32.513951,-117.011877,32.470127,-3.83333333,DP,2
1,4,4,17.14638889,11.85,3792,-116.879303,32.450549,-116.859861,32.460347,-2.85,DP,2
2,4,4,17.56,36.01666667,22772,-116.891212,32.442642,-116.729952,32.401493,-9.1,DM,3
10,4,4,17.69388889,16.3,8625,-116.965555,32.505592,-117.010668,32.47136,-0.96666667,INCREMENTO,1
7,4,4,17.85361111,12.75,3683,-116.980608,32.510181,-116.995241,32.492001,2.18333333,INCREMENTO,1
10,4,4,18.23805556,24.53333333,8351,-116.970907,32.494253,-116.902955,32.503752,-0.08333333,INCREMENTO,1
10,4,4,19.00388889,30.46666667,5880,-116.934002,32.492523,-116.975233,32.471723,-15.15,DM,3
7,4,4,19.01916667,7.066666667,3773,-117.003939,32.519279,-116.969451,32.513411,-3.05,DP,2
6,4,4,19.97,31.5,10004,-116.963862,32.506825,-116.990513,32.447055,-6.58333333,DP,2
4,4,4,20.11083333,34.21666667,19701,-116.88502,32.447985,-116.716292,32.499555,-19.05,DM,3
5,4,4,20.61611111,8.283333333,1188,-116.971079,32.508483,-116.964025,32.506826,-3.25,DP,2
2,4,4,20.84916667,12.11666667,6344,-116.885017,32.448028,-116.922058,32.46029,-3.05,DP,2
6,4,4,20.89888889,43.56666667,9568,-117.022298,32.457975,-117.01008,32.525512,-30.61666667,DM,3
10,4,4,20.9775,4.633333333,5046,-116.96041,32.514172,-116.91298,32.523995,0.43333333,INCREMENTO,1
6,4,4,21.30305556,19.96666667,7912,-116.99234,32.516222,-116.980522,32.484235,-4.36666667,DP,2
10,4,4,21.89444444,24.98333333,8554,-117.010773,32.52577,-116.972482,32.499557,-12.66666667,DM,3
5,4,4,22.36166667,22.61666667,14707,-116.901778,32.53715,-117.010406,32.526267,6.11666667,INCREMENTO,1
2,5,4,0.4575,41.5,21833,-116.885248,32.448273,-116.732983,32.403817,-19.78333333,DM,3
9,5,4,4.499722222,21.16666667,9802,-117.042773,32.438557,-117.05104,32.488317,-9.9,DM,3
2,5,4,5.7825,27.61666667,14638,-116.885158,32.448118,-116.79749,32.506155,-6.36666667,DP,2
3,5,4,5.890833333,7.483333333,3323,-116.852416,32.494601,-116.838912,32.507924,-1.48333333,INCREMENTO,1
5,5,4,6.375555556,3.216666667,2074,-116.942223,32.494632,-116.930661,32.479443,-0.23333333,INCREMENTO,1
6,5,4,7.467777778,18.86666667,6409,-116.964092,32.50676,-117.020842,32.519647,-7.43333333,DM,3
10,5,4,7.719722222,7.633333333,4498,-116.964025,32.506757,-116.930642,32.494298,-0.55,INCREMENTO,1
1,5,4,9.218055556,18.43333333,10612,-116.887355,32.452026,-116.960593,32.422924,-6.41666667,DP,2
2,5,4,9.719444444,2.116666667,423,-116.885192,32.448173,-116.884958,32.44853,-0.96666667,INCREMENTO,1
10,5,4,10.31722222,0.9,230,-116.96261,32.508568,-116.963952,32.506987,8.21666667,INCREMENTO,1
6,5,4,10.59083333,16.98333333,7001,-116.964017,32.506812,-116.97526,32.458608,-5.25,DP,2
10,5,4,11.75722222,14.38333333,6541,-116.964185,32.507008,-116.974268,32.462713,-4.73333333,DP,2
6,5,4,11.7875,13.08333333,9900,-116.963885,32.506907,-116.902322,32.537777,21.45,INCREMENTO,1
6,5,4,12.06722222,22.4,15945,-117.00821,32.463785,-116.902537,32.538243,-2.05,DP,2
2,5,4,12.29944444,25.68333333,21950,-116.885337,32.448318,-116.740865,32.50717,-7.18333333,DP,2
10,5,4,12.8525,1.683333333,1120,-116.966533,32.499415,-116.958518,32.500198,1.35,INCREMENTO,1
6,5,4,12.92916667,7.85,7237,-116.912245,32.525582,-116.963985,32.506808,-0.36666667,INCREMENTO,1
2,5,4,13.42305556,32.46666667,29873,-116.733583,32.508228,-116.941767,32.410637,-7.75,DM,3
6,5,4,13.64805556,16.01666667,10635,-117.020643,32.519615,-116.967888,32.4978,7.63333333,INCREMENTO,1
3,5,4,13.985,18.6,6721,-116.915584,32.49796,-116.8719,32.519488,-6.6,DP,2
4,5,4,15.05,3.966666667,867,-116.943738,32.401855,-116.938708,32.397157,2.33333333,INCREMENTO,1
1,5,4,15.1725,24.83333333,20778,-116.87397,32.445755,-116.730728,32.401283,-6.88333333,DP,2
10,5,4,15.43972222,16.48333333,4921,-116.964015,32.506792,-116.955527,32.475775,-2.31666667,DP,2
3,5,4,15.58416667,15.28333333,8694,-116.885881,32.503549,-116.834877,32.456614,-6.28333333,DP,2
6,5,4,15.79277778,8.25,4537,-116.963952,32.50699,-116.927573,32.49358,-2.45,DP,2
10,5,4,16.09611111,11.4,2712,-116.953573,32.47784,-116.956535,32.493025,0.76666667,INCREMENTO,1
2,5,4,16.22305556,9.316666667,3158,-116.885097,32.44817,-116.880105,32.464925,-4.38333333,DP,2
1,5,4,16.47194444,4.933333333,1127,-117.010768,32.525764,-117.009122,32.533351,-1.93333333,DP,2
5,5,4,16.51277778,8.183333333,5119,-116.961994,32.525886,-116.94552,32.496724,0.81666667,INCREMENTO,1
3,5,4,16.72527778,9.366666667,1831,-116.866743,32.498978,-116.851958,32.500408,-6.36666667,DP,2
2,5,4,16.76833333,19.38333333,13386,-116.885085,32.44815,-116.851952,32.500497,-8.78333333,DM,3
6,5,4,16.90361111,5.7,3019,-116.962225,32.511055,-116.961968,32.511475,-4.7,DP,2
10,5,4,17.12611111,2.033333333,165,-116.987218,32.510902,-116.987703,32.510928,-1.01666667,INCREMENTO,1
1,5,4,17.58277778,15.43333333,9565,-116.867152,32.463711,-116.877534,32.430585,-3.5,DP,2
4,5,4,17.80694444,4.183333333,1099,-116.938413,32.3886,-116.936883,32.391987,1.21666667,INCREMENTO,1
2,5,4,18.20777778,20.95,13582,-116.970637,32.513945,-116.871502,32.470055,-2.46666667,DP,2
6,5,4,18.33833333,15.36666667,3938,-116.96145,32.495977,-116.995372,32.497893,-3.23333333,DP,2
1,5,4,18.49861111,14.75,12649,-116.879116,32.430144,-116.922884,32.367127,-3.75,DP,2
5,5,4,19.81611111,17.7,7921,-116.960457,32.507128,-116.904897,32.489499,-5.7,DP,2
6,5,4,20.47472222,12.96666667,3275,-116.956125,32.508115,-116.967872,32.499498,-7.53333333,DM,3
6,5,4,20.68444444,11.13333333,3251,-116.967007,32.49897,-116.963948,32.506797,-7.78333333,DM,3
5,5,4,20.71638889,23.96666667,11035,-116.972261,32.508836,-116.900889,32.486122,-8.95,DM,3
